的	323788049
一	76112234
在	65615639
不	61894901
是	59019025
和	58276889
了	54120577
中	51662653
有	46396151
人	39128768
这	34700330
大	32460854
我	32196580
发	31734274
可	29701977
为	28848170
以	27144717
对	26937032
等	26118511
工	25905664
上	25009440
也	24931127
年	23820895
自	23408916
就	22968660
生	21962958
时	21141963
高	21124320
要	20203015
与	19762986
学	19432003
国	19262166
他	18878682
成	18525954
公	18444342
全	18233013
多	18150712
新	18086789
地	17085648
提	16992304
进	16986364
之	16804994
建	16726003
能	16521286
经	16519465
主	16482583
会	16250004
其	16159342
出	15872012
都	15754397
实	15555303
而	15507617
重	15445581
最	15152723
产	15092959
分	14984400
方	14699805
更	14688521
如	14136689
开	14062350
很	13973627
月	13677037
还	13500358
将	13392310
所	13368530
第	13330346
到	13239413
日	13162884
下	12969471
并	12716464
教	12675867
相	12604115
保	12543625
作	12519046
从	12331744
使	12183942
但	12142490
用	12140491
后	12068673
或	12064824
加	12058427
因	12024928
同	12023318
小	11982791
各	11806200
专	11579292
企	11492700
电	11476464
过	11421919
应	11370283
通	11306625
你	11252743
比	11064965
及	10866858
好	10832139
来	10793569
基	10575380
设	10411451
特	10401443
文	10365663
水	10248499
行	10242299
三	10225663
现	10131729
无	10095230
机	10009900
做	10002311
内	9926339
需	9916675
个	9864379
安	9741883
管	9718972
被	9550798
市	9442096
当	9384994
技	9361956
本	9284478
服	9055894
说	9043773
增	8999808
社	8982279
制	8971338
科	8924628
合	8882766
没	8869817
创	8854059
关	8766681
表	8766649
党	8559565
正	8497225
总	8360636
体	8329919
由	8317840
两	8305274
精	8219360
规	8207829
已	8145178
推	8140943
医	8137962
研	8011770
问	7926383
美	7922018
优	7861914
那	7858076
事	7855767
前	7745839
平	7711468
原	7702049
结	7631702
只	7596520
具	7579512
看	7559742
情	7528149
家	7446697
政	7278821
完	7258884
于	7246924
信	7150129
强	7090886
治	7090348
数	7046119
每	7032471
目	7021366
领	7015665
深	6984148
指	6931051
资	6904977
让	6890266
部	6882228
白	6837520
环	6785530
广	6769600
万	6726931
二	6710614
心	6686055
长	6662811
外	6660437
改	6569415
运	6514388
认	6507094
传	6477928
把	6463934
感	6387405
天	6372427
打	6371959
着	6329939
金	6316345
交	6272433
非	6202752
组	6186257
法	6181483
理	6171651
得	6141858
它	6105982
活	6081929
集	6053952
防	6051139
消	6047228
投	6046097
影	5983098
网	5886522
去	5884012
形	5866635
世	5863478
十	5857837
意	5827183
老	5775816
处	5762937
共	5745792
选	5625967
项	5608317
参	5527896
起	5519374
坚	5450742
包	5434455
四	5423847
风	5412239
接	5401040
此	5388997
系	5367260
回	5339710
患	5323959
清	5313012
再	5302959
知	5301906
变	5300184
明	5299959
注	5254762
引	5251744
给	5225716
带	5217111
手	5163691
较	5150044
身	5149804
城	5146052
单	5140757
面	5136762
根	5135371
五	5133764
必	5124041
支	5011354
先	5000717
又	4940188
采	4923590
调	4917156
解	4906467
女	4903212
她	4881634
性	4853356
名	4844579
真	4817900
收	4809543
物	4803681
食	4788804
农	4768349
受	4738227
商	4699476
想	4692550
联	4691865
民	4691268
整	4678876
反	4650463
向	4633183
报	4572578
直	4572065
病	4525761
转	4512028
热	4475991
标	4464735
任	4463137
考	4458884
北	4446637
海	4426367
才	4391269
首	4377058
获	4363389
检	4344532
品	4337411
超	4327833
利	4311801
西	4295453
预	4272837
今	4249400
思	4203447
未	4182876
代	4173606
低	4145130
导	4143922
空	4140789
职	4107181
严	4106998
战	4098822
适	4088642
客	4082561
至	4078918
达	4051097
维	4044872
东	4020398
流	4014047
依	3998149
该	3949033
健	3937796
区	3926211
化	3919970
办	3910373
功	3903106
培	3886495
什	3883201
常	3863926
确	3855266
历	3839145
放	3835822
效	3835001
随	3831605
价	3826480
动	3820096
积	3809942
按	3800159
几	3783091
监	3758724
期	3752694
干	3709167
减	3704694
近	3704349
里	3691906
质	3674694
展	3652484
即	3643474
取	3638071
青	3605988
亿	3591063
周	3575061
造	3563779
爱	3549038
排	3517814
走	3517814
协	3502142
快	3489435
充	3465126
气	3442404
太	3396063
山	3392740
计	3384749
业	3370091
负	3323963
省	3297398
南	3283343
条	3276820
越	3246184
双	3237961
配	3221877
复	3200867
智	3196353
记	3185798
孩	3155590
决	3146699
球	3134930
节	3098325
力	3087915
吃	3085629
材	3083931
存	3078160
定	3051489
营	3051392
红	3037634
评	3036670
光	3007027
显	2993856
王	2992561
们	2991371
模	2988450
道	2978981
核	2977405
装	2964057
男	2957516
控	2938713
容	2936593
持	2914791
车	2904428
类	2891949
早	2885355
连	2879593
观	2878510
百	2876684
黄	2864651
承	2853200
除	2851419
团	2850429
元	2827395
副	2819583
药	2812329
温	2797363
立	2790733
皮	2767049
李	2753087
含	2749910
统	2747023
财	2720902
简	2719958
位	2715989
张	2701143
花	2685987
另	2681108
普	2675360
突	2670756
希	2663008
稳	2662511
宣	2661646
降	2655289
吸	2650858
曾	2640227
落	2635749
试	2631670
路	2613037
难	2610621
互	2606650
微	2604624
便	2598143
书	2593503
游	2588410
细	2584210
综	2579676
供	2544739
促	2539746
英	2539553
帮	2525911
抗	2511649
石	2507544
压	2497963
失	2496890
马	2495798
旅	2479825
满	2472433
少	2448362
尽	2440572
称	2440452
占	2413588
举	2410120
喜	2408878
却	2393236
习	2381782
入	2374823
讲	2373771
虽	2372466
良	2364685
血	2363553
审	2358986
继	2346397
许	2341432
视	2338850
土	2329602
火	2312913
银	2308610
则	2308159
群	2291352
证	2288022
销	2287625
激	2265805
汽	2256309
初	2248921
责	2241657
然	2232166
均	2229055
房	2227017
介	2218344
股	2214523
疾	2210117
古	2205256
口	2204525
切	2203743
校	2203264
修	2197287
缺	2194786
拥	2193489
点	2188334
神	2187294
耐	2185595
哪	2184590
故	2183640
执	2180641
极	2170018
黑	2166237
据	2166011
独	2158629
绿	2155423
委	2150476
申	2141383
施	2132865
补	2120028
香	2119441
竞	2114059
门	2108211
河	2100662
融	2094946
江	2082870
种	2082215
程	2081018
钢	2079690
仍	2079449
丰	2079190
图	2076617
甚	2067396
场	2063731
约	2054443
养	2050000
准	2048446
艺	2047122
呢	2039751
聚	2031917
课	2029761
阿	2029570
您	2027341
怎	2018449
污	2016619
离	2000794
油	1993260
演	1991821
构	1991067
冷	1984404
饮	1975214
角	1974184
印	1969531
欧	1959116
德	1952644
招	1948584
疫	1944862
武	1943599
华	1935286
左	1933347
眼	1927645
属	1925301
危	1900131
紧	1898291
努	1890342
范	1885613
劳	1882077
像	1880392
找	1876974
博	1851496
追	1840975
状	1840124
避	1835810
次	1814492
梦	1803007
這	1802312
升	1802121
免	1800471
测	1799851
担	1785550
某	1785216
轻	1783448
逐	1776043
短	1772232
跟	1758652
六	1758146
米	1752649
住	1747962
儿	1746904
酒	1746133
居	1743690
牛	1735375
听	1735232
留	1729462
八	1717828
台	1716243
头	1711635
线	1701944
远	1698438
岁	1690569
别	1678328
刘	1676488
操	1673460
铁	1664073
临	1662492
差	1661066
官	1659401
扩	1652065
足	1646324
致	1644209
队	1639604
号	1639501
陈	1630387
密	1621140
赛	1620214
尤	1619145
半	1617180
子	1616909
院	1614777
症	1610368
往	1607494
湖	1603837
话	1602163
军	1599683
损	1596856
毕	1594030
卫	1589808
布	1583525
权	1580548
巴	1577405
局	1575020
亚	1572012
亲	1568386
余	1558880
例	1554555
编	1546767
输	1544086
拉	1538996
云	1536475
既	1534259
停	1532053
违	1529718
脱	1528631
探	1515598
父	1515265
千	1513804
克	1509272
破	1501349
顺	1498630
木	1497097
县	1489676
死	1486222
抓	1482950
助	1481189
软	1480848
村	1480271
师	1468153
福	1459969
永	1457120
贯	1456142
批	1454499
登	1452773
冲	1452425
茶	1442103
固	1438396
树	1431155
背	1430749
照	1426419
站	1424852
请	1424850
型	1422971
护	1420221
宝	1418053
為	1414845
仅	1408756
员	1404206
春	1402858
富	1391487
混	1390683
写	1386410
针	1385682
零	1385367
终	1382642
购	1381981
飞	1371788
乡	1370483
移	1362633
巨	1361636
航	1349503
吗	1344874
纪	1330169
阶	1328223
查	1327757
伤	1324451
符	1319326
延	1318819
涉	1317363
易	1316570
绝	1315245
费	1313464
困	1310592
著	1305595
退	1303255
且	1301345
厂	1300273
告	1299213
音	1296462
见	1296173
征	1295488
者	1294850
送	1293564
限	1292585
始	1291901
透	1290048
附	1287163
林	1286348
废	1281752
若	1272842
货	1272533
景	1269462
朋	1265921
间	1251187
洗	1250297
奖	1237150
异	1224765
兴	1224513
色	1218097
语	1217848
拿	1212726
论	1212484
攻	1209230
時	1201967
遗	1199146
层	1194718
七	1190918
卡	1190445
措	1189134
挑	1187070
奋	1186525
格	1180372
龙	1179893
塑	1179608
苏	1172382
室	1164302
签	1161709
玩	1154235
声	1152297
偏	1150568
众	1150538
罗	1146655
争	1142449
奥	1140954
仪	1139337
伟	1138628
阳	1137085
掌	1135078
粉	1132813
速	1130872
警	1130138
媒	1127918
液	1127667
對	1126721
幸	1124641
刺	1123010
乐	1121948
禁	1121138
字	1112707
量	1111125
净	1105515
灵	1104621
荣	1097303
涂	1096314
阴	1095851
隔	1093819
买	1093812
启	1093783
呈	1093710
剧	1093325
與	1086543
班	1084993
救	1081089
甲	1080058
毛	1079787
板	1079702
画	1072958
令	1072595
纳	1072587
享	1072075
硬	1069480
吧	1063380
鼓	1062224
植	1060538
值	1060257
穿	1059619
慢	1049126
晚	1047820
觉	1047509
案	1046057
杨	1039311
波	1038906
急	1037266
贡	1036840
命	1036384
骨	1030284
度	1027506
皇	1020250
跨	1020098
司	1019021
贵	1014728
九	1013866
遇	1010935
母	1009830
素	1003780
發	1002609
借	1001022
冬	1000627
佛	996203
换	991770
冠	990197
围	986926
刚	985559
草	985230
韩	984970
税	984088
叫	981234
诊	980945
胜	978610
级	977840
汉	977583
會	974932
拍	973237
休	969646
於	967662
示	967157
呼	966837
乳	965327
读	963784
燃	958671
夏	949954
阻	943748
沉	940064
吉	937678
革	935690
恢	933734
董	933011
求	932972
率	932192
怀	929388
边	928796
犯	925724
玻	925462
散	921749
钱	921593
沙	921284
喝	920826
详	919296
矿	917774
浓	916889
摄	916359
概	916118
威	915768
睡	908682
坐	908410
星	904644
康	903541
愿	902508
诗	901380
判	896141
谈	893015
杀	891071
假	888207
步	887429
氧	886838
颜	885233
截	883287
癫	875786
果	874132
宗	870398
迎	868842
欢	868795
俄	867305
搭	862532
列	858398
错	857026
婚	856905
煤	850539
谁	847395
封	842900
蛋	842330
恶	841734
诸	839717
繁	839199
鲜	838081
授	837021
浙	835881
勇	835108
镇	834206
宽	832278
倒	831991
寻	831067
迅	829517
侵	829064
唯	827600
餐	826654
底	825563
诚	823753
朝	822795
肺	821811
歌	821709
归	821534
铝	821045
园	820909
說	820835
翻	820800
似	820350
虚	819852
唐	818484
酸	817000
召	815217
奇	814479
式	812654
缓	810307
咨	809727
胡	807150
何	803708
粘	802102
妇	801056
储	798869
暴	797742
冰	797186
隐	794638
备	793589
舞	791111
礼	790911
來	790582
善	789816
志	788739
叶	785942
碳	780970
赵	779882
湿	778115
毫	776073
圆	775153
熟	771657
吴	769150
胃	768706
潜	768153
喷	767470
糖	766691
抵	766660
版	765649
兼	765201
辅	764911
扶	758736
岗	758585
烟	758027
史	757382
境	756925
遵	755067
派	753526
爆	752653
尊	752424
累	751909
痛	751868
覆	751587
京	751421
样	749366
抽	749216
纯	747751
态	744190
孕	743252
振	743211
街	742126
靠	741945
舒	741688
肉	740992
哈	740783
汇	739300
履	739242
港	739034
伊	737119
郑	733746
私	732955
片	731630
答	728469
後	727179
紫	726418
守	725818
脑	723198
亦	722017
牢	720544
肌	720324
器	720083
租	718433
溶	714081
沟	714038
顶	713595
轮	713080
贫	711151
澳	710702
顾	710054
鱼	709728
沿	708467
蓝	706617
朱	705207
腹	702276
齐	701720
赢	701120
讨	699727
凭	699122
玉	699109
训	696825
宫	696315
肯	696204
斯	695489
遭	691387
源	689551
厚	688833
胶	688823
距	688790
肝	688632
残	687457
甘	685207
凝	683917
腐	683355
座	681600
义	681475
泰	678882
孙	677299
典	677093
贸	670701
杂	669024
磨	668567
梅	668471
拒	667131
脚	666274
垃	665983
宁	664171
盛	664169
乙	663635
乌	662927
季	660731
售	656537
频	655681
夫	654950
徐	654517
尚	651404
倍	649728
静	649682
填	648904
幼	646322
辛	645078
鸡	644883
户	644053
乘	642113
拓	636233
抢	636075
蒸	635760
焦	633229
扎	633119
跑	631577
抑	626981
友	625251
味	623338
右	622283
否	621257
秘	620594
無	620100
刑	620015
衣	619953
惊	616603
趋	615024
還	614708
麻	613553
射	613545
添	609365
松	609084
纸	605394
宋	605308
算	603075
待	601964
夜	601845
盐	601367
循	598803
雷	598697
祖	594860
亮	594160
脂	594019
珍	593805
娱	593278
經	592407
摆	591841
楼	589150
铜	588536
秦	586181
届	586034
毒	583869
彩	583845
灯	581256
學	576768
雨	576578
墙	575004
野	574848
肾	574649
莫	574204
录	573522
苦	571897
葡	569864
沒	569247
艰	568165
驱	568002
伴	567673
內	565935
债	565134
笔	564866
笑	564788
桥	563480
圣	563157
陆	563112
店	562896
秋	562739
链	561386
巡	561050
摩	560992
篮	559634
端	559380
卵	557795
孔	556644
策	554859
浪	554812
烧	554007
蔬	553760
库	552169
陶	551841
旗	549957
疑	549113
跳	548981
段	548598
進	548519
驾	547478
機	545075
薄	544603
付	544409
尼	543617
阅	543438
當	540725
斗	539670
讓	538654
暂	536274
载	535440
尿	535323
螺	534937
倾	534728
船	534229
菜	533441
贴	533309
恐	533107
浮	532235
诱	531371
寒	527162
泡	527084
替	526654
挂	524882
恒	523980
杜	523663
電	522952
肿	520943
横	519034
陕	519031
拼	518801
划	514118
耳	512741
豆	508473
弹	507805
轴	507021
硕	506947
卖	506238
忽	506212
奉	505763
牵	503771
懂	503698
田	503235
督	501868
描	501678
夺	501577
谋	499600
赞	499247
纤	498855
断	498167
滑	497869
丝	497550
曲	497238
忠	497212
雄	497043
折	496713
肥	496600
啊	495464
搜	495160
焊	495127
哲	495075
雪	494278
鉴	492937
辽	492262
言	491609
從	491446
宜	490656
误	490520
播	489141
粗	488677
赶	488608
妈	488360
祝	487619
炎	487161
渠	486757
忘	485946
柔	485229
森	485067
乃	485062
疼	484758
淡	484453
拜	484281
脸	482460
托	481363
鼻	479884
粮	478532
奶	477738
開	476615
弱	476136
润	474603
题	474419
窗	472661
贷	472341
套	470104
久	469689
锻	467039
牙	466099
档	465164
敬	464001
猪	463924
触	463225
塔	462527
嘉	461672
律	460926
胎	460026
俱	459180
灰	458294
纷	457111
缩	456504
罪	455964
杭	454546
携	453184
疗	452543
育	451798
纠	451353
洛	450471
勤	449719
甜	449598
票	447111
胸	446251
释	445721
應	445593
搬	445073
返	444859
拆	444259
彼	444149
戏	444117
羊	443518
疏	443065
曼	442620
藏	442303
晋	442115
宏	441849
肠	441577
沈	440446
挖	440173
潮	438306
國	437495
過	436125
汤	436042
郭	434194
铸	434056
账	433777
饰	433459
瑞	431979
弘	431258
逃	430970
阵	428655
订	428528
缴	427457
並	427327
颁	426232
秉	424818
硅	424275
陪	422605
务	421150
旧	419990
敏	418173
皆	418033
戴	417383
迈	417229
障	417209
雕	417139
尺	415692
搞	415246
验	414177
橡	413128
艾	412939
蒙	412638
悲	411422
暗	411307
丁	411291
界	411058
磁	410833
暖	410421
捐	409874
仓	409727
篇	409482
击	408511
催	405895
設	405831
兩	404748
邀	404468
颗	404090
迷	403709
灌	402417
昆	402395
贝	401448
轨	401039
渗	400290
议	400215
煮	400065
吊	399983
兰	399731
悬	399602
淘	399517
抱	399244
仿	398940
锅	398388
盘	396731
刀	395338
诉	395279
谢	393826
孤	393233
寿	392576
庆	392340
驻	392335
灭	391623
凡	391410
妻	390516
侧	390498
插	390183
梁	390171
邮	389513
象	389104
個	388714
罚	388645
壮	388611
筹	388243
曹	387478
現	387371
卷	387290
漫	386203
须	386009
允	384798
稍	384563
刻	384278
滋	383714
款	383665
件	382992
慎	382475
剂	382180
癌	381775
珠	381233
敢	380834
途	379641
實	378616
卓	377537
荷	376374
疲	376259
佳	375222
床	375101
崇	373537
屏	373150
瓦	372884
词	372882
旋	371118
灾	370194
彻	370068
逆	369606
予	369572
寄	369282
吨	368037
豪	368036
榜	365968
腰	365916
架	365879
裁	365676
秒	363760
膜	363746
止	362289
稀	361510
鲁	361207
杰	360366
炒	360204
昨	358511
屋	358419
偶	358104
识	356686
纵	355114
揭	355023
胆	354678
佩	353038
钻	352995
矛	352777
涵	352329
結	351976
章	351613
長	351547
醫	351216
硫	351067
烘	351038
尝	350767
慈	350462
盖	349806
震	348394
丙	347591
宇	347069
益	346759
埃	345261
旺	345034
契	344971
氛	343054
碰	342924
漂	342842
咖	342500
惠	341920
掉	341695
势	340710
將	340662
唱	340595
赚	340533
索	340250
資	338475
竹	338011
闭	337920
洪	335632
额	335578
專	334354
镜	334005
衰	333919
扫	333728
末	332908
麦	332191
赋	331185
拖	330577
访	330229
置	329394
剩	328202
廉	327886
莱	327782
践	326553
扣	326431
济	325183
畅	324317
纺	323064
欣	322866
塞	322481
巩	321624
响	320126
倡	319867
狗	318962
挤	318687
敌	318014
赔	317990
盲	317988
厨	317223
铺	317110
练	316790
丹	316656
恩	315976
氯	315964
牌	314444
害	314278
奔	314228
术	313708
泥	313247
產	312941
踏	312863
估	311299
沦	311045
迪	310678
饭	310459
兵	310243
浸	309940
渐	309899
關	309785
圈	309072
曰	309070
仔	308773
姜	308567
抛	308151
拟	307899
凯	307896
绘	307345
雅	305796
兄	305715
念	305672
撤	304179
夹	303999
盆	303335
骑	303101
陷	303090
饱	302990
擅	302467
吹	301837
恋	300544
墨	300487
央	300361
魔	299903
處	299400
杯	299322
氨	299274
颇	298889
婴	297815
愈	297434
磷	297428
钙	296660
染	296583
仙	296361
砂	296067
恰	295939
童	295739
乱	295516
認	294982
噪	294059
扬	293047
淋	292946
漏	290470
桃	290295
究	290225
庄	289684
谷	288529
露	287804
君	287728
丈	287653
竟	287342
洞	286863
胚	285392
涨	285179
脾	284519
凉	284051
丢	283080
丧	282891
腾	282777
爸	282546
耗	281913
刷	281443
辐	281399
欲	281232
問	280497
斑	280479
闪	280167
魅	279890
條	279794
坏	279702
瓶	279485
旁	279239
挺	279130
冶	278738
默	278582
伸	278562
帝	278337
壁	278302
剪	278176
較	277411
魏	277076
肩	276961
望	276673
芯	276418
坦	276058
凌	275635
奠	275568
滤	275125
霍	275057
苹	274289
厘	274010
框	273371
總	273305
纽	272694
擦	272452
粒	272099
钟	271799
菌	271766
選	271104
體	270929
烦	269220
披	269211
辉	268973
邓	268468
埋	268026
砖	267741
萨	267528
變	266960
滚	266734
筛	266692
赤	266566
冒	266462
柳	266194
運	265962
州	264972
桂	264710
宪	264127
垂	264104
诺	263971
嘴	262809
犹	262434
聊	262387
献	262251
堆	262130
份	261879
曝	260903
扭	260374
滴	259684
傳	259604
辩	259569
锦	258772
浅	258406
闻	258263
聘	258137
井	258100
镀	256477
規	255896
亩	255625
氢	255598
跌	255310
箱	254809
岩	254371
尾	253816
忙	253619
蜂	253418
嫌	253019
晶	252727
迫	252665
遍	252455
環	251476
辣	251262
弯	251130
祭	250353
忌	249991
臭	249845
阐	249103
孟	249045
巧	248650
料	248456
搅	246667
弟	246631
盈	246029
士	245619
柴	245596
迁	244993
仁	244967
尖	244729
哥	244683
川	244373
姓	243971
馆	243620
略	242393
忍	242253
熔	242251
堵	241581
偷	241534
卢	241511
挥	241073
虎	239949
萬	239933
宿	239908
苗	239817
風	239261
峰	239251
码	239173
摘	238688
厅	238683
黏	238156
幽	237647
饲	236714
卻	236318
般	236119
戒	236058
洋	235947
贾	234361
摇	234120
弄	234069
谨	233834
創	233812
伦	233803
穆	233705
優	233057
阀	233052
卧	232871
哭	230865
洁	230662
孝	230602
參	230537
愛	229821
燕	229736
蔡	229712
棉	228727
碱	228630
逻	228293
蓄	227727
泄	227528
乔	227229
怕	226805
泛	226576
援	226461
栽	226409
弗	225444
裂	225251
菩	223445
谱	223337
鸟	223124
俗	222926
弥	222375
羽	222372
猫	221723
贪	221639
網	221478
茅	221396
酱	221195
逾	220526
赴	220043
勘	219900
數	219358
块	218970
欠	218916
岛	218382
凤	218269
旨	217917
遮	217441
寺	217161
顽	217088
锌	216813
脉	216755
彰	216635
薪	216569
隆	216051
吕	215966
汗	215962
楚	215779
厦	214960
聪	214319
惩	214188
粤	213330
欺	213127
候	212988
菲	212028
泵	211680
膨	211543
帶	211333
耶	211051
己	209846
池	209328
袁	209056
姿	208883
攀	208883
衡	208843
页	208439
狂	208418
桑	208145
诞	208117
熬	207652
咳	206411
堪	206233
妊	206233
愉	205662
彭	205562
踢	205028
渔	204883
忧	204845
锂	204086
強	203537
锁	203353
庞	203212
续	203184
秀	202839
沃	202822
荒	202669
冯	202406
绩	202380
颈	202356
寓	202163
單	201812
姐	201597
適	201092
舍	199767
齿	199474
遥	199177
冻	198680
漆	198389
舆	197247
抚	197008
組	196841
調	196821
扑	196476
瓷	195906
渴	195892
凸	195767
帕	195730
湘	195542
墓	195510
辨	195003
摸	194817
熱	194346
爬	194237
畜	193867
請	193827
報	193689
捕	193508
秩	192806
氣	192592
桌	192195
句	191495
瘦	191445
伙	191403
觀	191338
莲	191082
敲	190799
瞬	190766
鞋	190353
幾	190072
鬼	189983
赐	189172
悠	188321
劝	188214
隧	188208
纲	188018
檢	187955
迟	187687
烈	187531
耕	187391
扮	187271
缘	187126
梳	186129
叙	185794
浇	185278
轉	185168
霸	184857
伯	184788
復	184562
屈	184372
涌	184351
淮	183777
骗	183625
些	183446
尔	183253
溫	182805
拔	182749
蓬	182715
泉	182485
碧	182455
赫	181919
猛	181398
碎	181318
抬	181104
該	180991
腿	180913
宠	180786
逼	180694
烹	180627
隨	180579
牧	180499
酿	180220
暨	180130
陌	180111
咸	179837
刮	179240
飘	178276
東	178254
減	178161
萧	178103
苯	178027
烤	177963
氮	177692
辞	177654
纹	177478
預	177319
儒	176778
吐	176640
邻	176489
臺	176108
辖	176060
闲	175942
垫	175426
剥	175145
韧	175054
乾	174143
怪	173036
歲	172927
竣	172829
話	172786
熊	172638
幅	172587
亏	172378
肖	171913
脆	171873
毁	171731
猜	171181
扁	170235
剑	170199
柱	169952
潘	169827
蛇	169545
织	169357
氟	168265
慰	167839
雖	167316
煎	167071
苍	166932
栏	166844
铅	166612
圖	166497
妥	166430
獲	166064
雾	165914
疯	165339
咬	165134
紊	164941
雌	164896
瓜	164840
狭	164737
赏	164296
罐	164289
咽	164119
撞	163957
刊	163905
撒	163818
晒	163665
宾	163595
玄	163140
蒋	163034
酶	163010
盗	162401
勾	162305
吞	162265
询	162260
贺	162158
扳	161977
斜	161930
幻	161764
醒	161469
領	161314
险	161220
岳	161008
達	160398
掩	160211
廣	160080
侦	159994
津	159918
計	159406
族	159397
